key,id,name,organization_id,organization_name,client_id,status,description,phone_number,website,culture_code,alternate_name,address,city,state_province,postal_code,city (from Postal_Code),latitude,longitude,coordinates/0,coordinates/1,coordinates/2,coordinates/3,coordinates/4,coordinates/5,resource_type,category,parent_id (from Category),id2,OAK? (from Resources_OAK),city_id,city_id_old,neighborhood_id,name (from Neighborhood),geocode_neighborhood,last_scraped
38905796en,38905796,Phatt Chance East,38899376,PHATT CHANCE COMMUNITY SERVICES,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Office is not open to visitors. All interested parties must email for more information. Posted: 4-29-2020 3:28pm SMR&nbsp;</span><br /><br />Offers a male transitional program with an emphasis on re-entry, substance abuse education, relapse prevention, character building, cultural competency and sensitivity, family values, and self-sufficiency. Provides clean and sober transitional housing, a well-trained staff, support peers, and referrals to individual/group and after care services. Also collaborates with mental health providers.Will accept Sex offenders.",510-878-2360,,en,,,,California,,,,,"37.738816, -122.172403",,,,,,Program,5551,5320,38905796,1 checked out of 1,1,,,,,2020-07-04 21:47:28
38905801en,38905801,Highland Campus: Telephone Care Nurse,38899188,ALAMEDA HEALTH SYSTEM (AHS),2376,ACTIVE,"Alameda Health System/Highland Hospital has a Registered Nurse, ED experienced, available to answer basic health questions, explain about taking medications, help with discharge instructions, and refer to health care services.",510-437-8341,www.alamedahealthsystem.org,en,, , ,California, ,,37.80294,-122.20632,"37.80294, -122.20632",,,,,,Program,5579,5566,38905801,1 checked out of 1,1,,,,,2020-07-04 21:49:04
38905833en,38905833,Season of Sharing (SOS),38899389,ALAMEDA COUNTY SOCIAL SERVICES AGENCY SEASON OF SHARING (SOS),2376,ACTIVE,"<span style=""color:#FF0000"">NOTE:&nbsp;<strong>Lobbies are Temporarily Closed to Help Prevent the Spread of COVID-19</strong>. The below Alameda County Social Services Agency office lobbies are currently closed. We will continue to provide essential services. Clients who are receiving or wish to apply for Medi-Cal, CalFresh, CalWORKs, Refugee Cash Assistance, and General Assistance may use available&nbsp;<strong>telephone, fax, mail, and online services</strong>. Applications, renewals, documents, and reports can be submitted for most programs online at&nbsp;</span><a href=""https://www.alamedasocialservices.org/public/contact_us/www.MyBenefitsCalWIN.org""><span style=""color:#FF0000"">www.MyBenefitsCalWIN.org</span></a><span style=""color:#FF0000"">. You may also submit information by fax at 510-670-5095 or by mail at P.O. Box 12941, Oakland, CA 94604.<br /><br />During the temporary closure, limited in-person access will be available for the following:</span><ul>	<li><span style=""color:#FF0000"">Emergency Electronic Benefit Transfer (EBT) Card/ Benefits Identification Card (BIC) or check pick-up</span></li>	<li><span style=""color:#FF0000"">Homeless mail pick-up</span></li>	<li><span style=""color:#FF0000"">Cash Assistance Program for Immigrants (CAPI) Applications</span></li>	<li><span style=""color:#FF0000"">Clients who do not have access to a telephone and need to comply with a required program interview</span></li></ul><span style=""color:#FF0000"">Applications will continue to be available at offices in designated areas for all benefit programs, and community members may complete, sign and return documents for processing using a secure drop box during regular business hours, 8:30 a.m. to 5:00 p.m.&nbsp;</span><a href=""https://www.alamedasocialservices.org/public/contact_us/docs/Application_Forms_with_links_publicWebsite.docx""><span style=""color:#FF0000"">Application Forms With Links<br /><br /><br />CLOSED LOBBIES</span></a><table>	<tbody>		<tr>			<td><span style=""color:#FF0000"">North Oakland Self-Sufficiency Center</span></td>			<td><span style=""color:#FF0000"">2000 San Pablo Ave Oakland, CA 94612</span></td>		</tr>		<tr>			<td><span style=""color:#FF0000"">Eastmont Self-Sufficiency Center</span></td>			<td><span style=""color:#FF0000"">6955 Foothill Blvd Suite 100 Oakland, CA 94605</span></td>		</tr>		<tr>			<td><span style=""color:#FF0000"">Enterprise Self-Sufficiency Center</span></td>			<td><span style=""color:#FF0000"">8477 Enterprise Way Oakland, CA 94621</span></td>		</tr>		<tr>			<td><span style=""color:#FF0000"">Eden Area Multi-Service Center</span></td>			<td><span style=""color:#FF0000"">24100 Amador St Hayward, CA 94544</span></td>		</tr>		<tr>			<td><span style=""color:#FF0000"">Fremont Office</span></td>			<td><span style=""color:#FF0000"">39155 Liberty St. Suite C330 Fremont, CA 94536</span></td>		</tr>		<tr>			<td><span style=""color:#FF0000"">Livermore Office</span></td>			<td><span style=""color:#FF0000"">2481 Constitution Dr. Suite B Livermore, CA 94551</span></td>		</tr>	</tbody></table><span style=""color:#FF0000"">&nbsp;Posted 3/24/2020, 3:50 PM, pg</span><br /><br />The Alameda County Season of Sharing (SOS) Program aims to stabilize eligible individuals or families facing an isolated and short-term crisis not of their own making by providing one-time critical needs or housing assistance to regain their long-term self-sufficiency. Types of assistance provided include security deposit funds&nbsp;for households who are at risk of losing or have lost their housing; delinquent rent or mortgage funds&nbsp;to maintain housing. Simply meeting these criteria does not entitle&nbsp;applicants to receive&nbsp;assistance; they must also show an extreme need/merit. &nbsp;Because each&nbsp;household situation is unique, the SOS program evaluates requests on a case-by-case basis. Assistance is not guaranteed. Also assists approved applicants with medical or mobility equipment (walkers, scooters, or other life-sustaining equipment not covered by insurance that are medically necessary for them to remain independent).",510-272-3700,,en,,,,California,,,,,"37.72792, -122.202965",,,,,,Program,5612,5326,38905833,1 checked out of 1,1,,,,,2020-07-04 21:51:14
38905835en,38905835,Youth Uprising Health Clinic,38899151,YOUTH UPRISING,2376,ACTIVE,"Offers a satellite clinic operated and staffed by Children's Hospital &amp; Research Center at Oakland which provides comprehensive and integrative medical and mental health services for youth in the community. Also offers holistic healing, peer health promotion and non-clinical case management.",510-428-3556,www.youthuprising.org,en,,,,,,,37.762734,-122.157057,"37.762734, -122.157057",,,,,,Program,5570,5322,38905835,1 checked out of 1,1,,,,,2020-07-04 21:48:22
38905841en,38905841,Christian Women Supporting Women (CWSW),38899379,,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Office is not open to the public. Not accepting new client. Posted: 4-17-2020 11:39am SMR&nbsp;</span><br /><br />Provides extended support in a clean, comfortable and nurturing recovery environment. Women share responsibilities while providing emotional support, love, and encouragement for each other. The goal is for each woman to leave with a recovery program plan. Plan should include: three 12-step meetings a week; getting a sponsor; writing a to do list (including keeping track of all appointments and phone calls); writing out a gratitude list every night before bed. House Curfew for everyone, every night is Monday-Thursday, 9pm; Friday-Saturday, 11pm; Sunday, 6pm. Curfew must not be broken. All rules are enforced.",510-543-7867,,en,,721 Brockhurst,Oakland,California,94607,Oakland,37.806984,-122.286229,"37.806984, -122.286229",,,,,,Program,5562,5323,38905841,1 checked out of 1,1,1,1,Chinatown and Central,Hoover-Foster,2020-07-04 21:49:48
38905841en,38905841,Christian Women Supporting Women (CWSW),38899379,,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Office is not open to the public. Not accepting new client. Posted: 4-17-2020 11:39am SMR&nbsp;</span><br /><br />Provides extended support in a clean, comfortable and nurturing recovery environment. Women share responsibilities while providing emotional support, love, and encouragement for each other. The goal is for each woman to leave with a recovery program plan. Plan should include: three 12-step meetings a week; getting a sponsor; writing a to do list (including keeping track of all appointments and phone calls); writing out a gratitude list every night before bed. House Curfew for everyone, every night is Monday-Thursday, 9pm; Friday-Saturday, 11pm; Sunday, 6pm. Curfew must not be broken. All rules are enforced.",510-543-7867,,en,,721 Brockhurst,Oakland,California,94607,Oakland,37.806984,-122.286229,"37.806984, -122.286229",,,,,,Program,5564,5323,38905841,1 checked out of 1,1,1,1,Chinatown and Central,Hoover-Foster,2020-07-04 21:49:58
38905841en,38905841,Christian Women Supporting Women (CWSW),38899379,,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Office is not open to the public. Not accepting new client. Posted: 4-17-2020 11:39am SMR&nbsp;</span><br /><br />Provides extended support in a clean, comfortable and nurturing recovery environment. Women share responsibilities while providing emotional support, love, and encouragement for each other. The goal is for each woman to leave with a recovery program plan. Plan should include: three 12-step meetings a week; getting a sponsor; writing a to do list (including keeping track of all appointments and phone calls); writing out a gratitude list every night before bed. House Curfew for everyone, every night is Monday-Thursday, 9pm; Friday-Saturday, 11pm; Sunday, 6pm. Curfew must not be broken. All rules are enforced.",510-543-7867,,en,,721 Brockhurst,Oakland,California,94607,Oakland,37.806984,-122.286229,"37.806984, -122.286229",,,,,,Program,5563,5323,38905841,1 checked out of 1,1,1,1,Chinatown and Central,Hoover-Foster,2020-07-04 21:49:53
38905856en,38905856,Crisis Intervention Services,38898613,FAMILY VIOLENCE LAW CENTER,2376,ACTIVE,"Provides 24-hour crisis line which offers non-judgmental emotional support, information, and referral services. Staff advocates work with victims of domestic violence, providing both crisis intervention and legal information. Certified counselors can help survivors access CalWORKs related funding to help with stability and employment based needs. Offers Safe at Home Confidential Address Program which provides a confidential P.O. box for victims of domestic violence to use when filling out any correspondence and/or applications that are public information. Provides referral to counseling and therapy program and/or other mental health community agencies.",800-947-8301,www.fvlc.org,en,,,,,,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5573,5566,38905856,1 checked out of 1,1,,,,,2020-07-04 21:48:40
38905867en,38905867,Hematology / Oncology,38898900,CHILDREN'S HOSPITAL AND RESEARCH CENTER OAKLAND,2376,ACTIVE,"Comprehensive services include programs for leukemia, oncology, neuro-oncology, hemophilia, thrombosis, general hematology, thalassemia, sickle cell disease and a full-service hematopoietic cell transplant program.&nbsp;Their sickle cell program is the largest in the western United States, including both children and adult patients.",510-428-3372,www.childrenshospitaloakland.org/healthcare/depts/hematology_overview.asp,en,,747 - 52nd Street,Oakland,California,94609,Oakland,37.835713,-122.263515,"37.835713, -122.263515",,,,,,Program,5570,5322,38905867,1 checked out of 1,1,1,3,North Oakland,Temescal,2020-07-04 21:48:22
38905875en,38905875,Alcohol and Drug Assessment Services (ASI),38898732,"OCCUPATIONAL HEALTH SERVICES, INC. (OHS)",2376,ACTIVE,"<span style=""color:#FF0000"">NOTE:<span style=""font-size:11pt""> Our Offices are temporarily closed. Although there have been no reported coronavirus (COVID-19) cases at OHS, out of an abundance of caution, OHS has taken precautionary steps to minimize the risk of COVID-19 exposure to our staff and program participants.<br /><br />Updates on program services will be provided via telephone-recorded messages by calling: (925)356-0855.<br /><br />For your convenience, you may call 855-384-8055 Monday –Friday from 11AM to 4PM for enrollment and payment processing services. Posted 4/2/2020, 9:39 AM, pg</span></span><br />Provides individualized, face-to-face alcohol and drug assessment services using Addiction Severity Index (ASI) screening tool. Screening evaluates and identifies alcohol and/or substance addiction, and determines what level of treatment is needed. Can be used for self-evaluation or for court and legal circumstances. Serves individuals who have received an out-of-state DUI. Provides assessment information and results to the referral source and to the individual.",510-430-3699,www.duiprograms.ohs.mhn.com,en,,344 Pendleton Way,Oakland,California,94621,Oakland,37.755967,-122.188088,"37.755967, -122.188088",,,,,,Program,5561,5323,38905875,1 checked out of 1,1,1,9,Elmhurst,Fitchburg,2020-07-04 21:49:44
