key,id,name,postal_code,address,city,organization_id,organization_name,client_id,latitude,longitude,status,description,phone_number,website,culture_code,state_province,alternate_name,coordinates__001,coordinates__002,coordinates__003,coordinates__004,coordinates__005,coordinates__006,resource_type,category,parent_id (from Category),last_scraped,Field 29
38904901en,38904901,Emergency Shelter,,,,38898896,SECOND CHANCE INC,2376,37.538034,-122.03053,ACTIVE,"<span style=""color:#FF0000"">Note: Office is open t...",510-792-4357,www.secondchanceinc.com,en,,,"37.633771, -122.061914","37.538034, -122.03053",,,,,Program,5553,5320,2020-06-29 01:23:00,
69004307en,69004307,Food and Services Program,,,,67406553,CORONAVIRUS INFORMATION (COVID),2376,,,ACTIVE,"Offering showers, meals - to - go, and laundry for...",510-574-2222,https://www.fremont.gov/DocumentCenter/View/44025/...,en,,,"37.57962, -121.98947",,,,,,Program,5553,5320,2020-06-29 01:23:00,
68289181en,68289181,Homeless Services,,,,53369287,FIRST PRESBYTERIAN CHURCH,2376,,,ACTIVE,"<span style=""color:#FF0000"">NOTE: Shelters are ope...",510-581-4063,www.firstpreshayward.com/,en,,,"37.68574, -122.07236",,,,,,Program,5553,5320,2020-06-29 01:23:00,
68934343en,68934343,"Irvington Presbyterian Breakfast to-go, showers, a...",,,,67406553,CORONAVIRUS INFORMATION (COVID),2376,,,ACTIVE,"Offers Breakfast to-go, showers, and laundry to th...",510-574-2222,https://www.fremont.gov/DocumentCenter/View/44025/...,en,,,"37.53091, -121.96184",,,,,,Program,5553,5320,2020-06-29 01:23:00,
38903856en,38903856,Oakland Behavioral Health (OBH) Clinic; VASH,94612,525 - 21st Street,Oakland,38899197,U.S DEPARTMENT OF VETERANS AFFAIRS (VA),2376,37.81018,-122.269073,ACTIVE,Provides a full range of mental health and substan...,510-587-3400,www.northerncalifornia.va.gov/visitors/oakmhc.asp,en,California,,"37.81018, -122.269073",,,,,,Program,"5553,5562,5563,5564","5320, 5323, 5323, 5323",2020-06-29 01:23:00,
38905524en,38905524,Suitcase Clinic - General,94704,2407 Dana Street,Berkeley,38899199,UNIVERSITY OF CALIFORNIA BERKELEY,2376,37.867417,-122.259661,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF0000"">Note: Currently offering program called Access technology resources for UC Berkeley students&n...",510-269-7242,www.suitcaseclinic.org,en,California,,"37.867417, -122.259661","37.86607, -122.26058",,,,,Program,5553,5320,2020-06-29 01:23:00,
38904872en,38904872,Visitation Center for Women and Children - Homeles...,,,,38898786,SOCIETY OF ST. VINCENT DE PAUL OF ALAMEDA COUNTY,2376,37.81018,-122.269073,ACTIVE,"<span style=""color:#FF0000"">Note: Closed until fur...",510-638-7600,www.svdp-alameda.org,en,,,"37.81018, -122.269073",,,,,,Program,5553,5320,2020-06-29 01:23:00,
56809622en,56809622,A Friendly Manor Drop-in Center,,,,38898905,ST. MARY'S CENTER,2376,,,ACTIVE,"<span style=""color:#FF0000"">Notes: The Preschool i...",510-451-8923,,en,,,"37.83444, -122.28906",,,,,,Program,5554,5320,2020-06-29 01:23:00,
38905101en,38905101,Community Outreach and Education,94577,1395 Bancroft Avenue,San Leandro,38898854,BUILDING FUTURES WITH WOMEN AND CHILDREN,2376,37.720538,-122.156804,ACTIVE,"<span style=""color:#FF0000"">Note: Continue to prov...",510-357-0205,www.bfwc.org,en,California,,"37.720538, -122.156804",,,,,,Program,5554,5320,2020-06-29 01:23:00,
38903885en,38903885,Women's Daytime Drop-In Center (WDDC),,,,38898839,WDDC - WOMEN'S DAYTIME DROP-IN CENTER,2376,37.865566,-122.284909,ACTIVE,"<span style=""color:#FF0000"">NOTE: Women’s Daytime Drop-in Center</span><ul> <li><span style=""color:#FF0000"">Free meals, food, and hygiene/cleaning sup...",510-548-2884,www.womensdropin.org,en,,,"37.86639, -122.28429","37.865566, -122.284909",,,,,Program,5554,5320,2020-06-29 01:23:00,
67779019en,67779019,Ecology Center Farmers' Markets,,,,67778942,THE ECOLOGY CENTER,2376,,,ACTIVE,The Ecology Center Farmers’ Markets are open-air m...,510-548-3333,https://ecologycenter.org/fm,en,,,"37.84773, -122.27197","37.88023, -122.26936",,,,,Program,3521,3493,2020-06-29 01:23:00,
38904929en,38904929,Fruitvale Farmers Market,,,,38898776,THE UNITY COUNCIL,2376,37.778403,-122.216989,ACTIVE,"<span style=""color:#FF0000"">NOTE: Based on website...",510-535-7178,www.unitycouncil.org,en,,,"37.77625, -122.22432","37.778403, -122.216989",,,,,Program,3521,3493,2020-06-29 01:23:00,
38905791en,38905791,"Public Health Division - Women, Infants and Childr...",94710,830 University Avenue,Berkeley,38898482,CITY OF BERKELEY DEPARTMENT OF HEALTH SERVICES,2376,37.868479,-122.298324,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-...",510-981-5360,www.ci.berkeley.info/wk/,en,California,,"37.868479, -122.298324",,,,,,Program,3521,3493,2020-06-29 01:23:00,
55924501en,55924501,Roots Pediatrics Clinic,,,,38899759,ROOTS COMMUNITY HEALTH CENTER,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",510-533-1248,www.rootsclinic.org,en,,,"37.78083, -122.23106",,,,,,Program,3521,3493,2020-06-29 01:23:00,
38904707en,38904707,"WIC - Women, Infants and Children Program",,,,38898695,TIBURCIO VASQUEZ HEALTH CENTER (TVHC),2376,37.674815,-122.081533,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-...",510-471-5913,www.tvhc.org,en,,,"37.674815, -122.081533","37.526811, -121.964908","37.590567, -122.046064","37.703439, -122.12448",,,Program,3521,3493,2020-06-29 01:23:00,
38904341en,38904341,"WIC - Women, Infants, and Children Program - Frui...",,,,38898668,LA CLINICA DE LA RAZA INC,2376,,,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-...",510-535-4110,www.laclinica.org,en,,,"37.778403, -122.216989",,,,,,Program,3521,3493,2020-06-29 01:23:00,
38904342en,38904342,"WIC - Women, Infants, and Children Program - San ...",,,,38898668,LA CLINICA DE LA RAZA INC,2376,,,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-...",510-272-1500,www.laclinica.org,en,,,"37.79191, -122.24899",,,,,,Program,3521,3493,2020-06-29 01:23:00,
38904147en,38904147,"WIC - Women, Infants, and Children",94605,"7200 Bancroft Avenue, Suite 204",Oakland,38899189,ALAMEDA COUNTY PUBLIC HEALTH DEPARTMENT (ACPHD) CO...,2376,37.762734,-122.157057,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-...",510-595-6400,,en,California,,"37.762734, -122.157057","37.633771, -122.061914","37.526811, -121.964908","37.835713, -122.263515",,,Program,"3521,5571","3493, 5322",2020-06-29 01:23:00,
38904812en,38904812,"WIC - Women, Infants, and Children Program",,,,38898921,NATIVE AMERICAN HEALTH CENTER - OAKLAND,2376,,,ACTIVE,"<span style=""color:#FF0000""><span style=""font-size>""...",510-434-5300,www.nativehealth.org,en,California,,"37.78469, -122.29918","37.778403, -122.216989",,,,,Program,3521,3493,2020-06-29 01:23:00,
38904277en,38904277,"WIC Nutrition Program (Women, Infants, and Childre...",,,,38898793,AXIS COMMUNITY HEALTH,2376,37.671482,-121.883901,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-...",925-462-2365,www.axishealth.org,en,,,"37.671482, -121.883901",,,,,,Program,3521,3493,2020-06-29 01:23:00,
38904832en,38904832,Benefits Advocacy,,,,38898558,COMMUNITY RESOURCES FOR INDEPENDENT LIVING (CRIL),2376,37.526811,-121.964908,ACTIVE,"<span style=""color:#FF0000"">NOTE: CRIL has moved to a virtual office.&nbsp; If you call, leave a message and your call will be routed to the appropria...",510-881-5743,www.crilhayward.org,en,,,"37.526811, -121.964908","37.681214, -121.751912","37.66937, -122.09286",,,,Program,3522,3493,2020-06-29 01:23:00,
38903420en,38903420,CalFresh,,,,38899191,ALAMEDA COUNTY SOCIAL SERVICES AGENCY WORKFORCE AN...,2376,37.526811,-121.964908,ACTIVE,"<span style=""color:#FF0000""><span style=""font-size:12px"">Note:&nbsp;</span>Pandemic EBT. Pandemic EBT (P-EBT) benefits will be available for eligible ...",888-999-4772,www.alamedasocialservices.org,en,,SNAP,"37.526811, -121.964908","37.681214, -121.751912","37.755967, -122.188088","37.633771, -122.061914","37.81018, -122.269073","37.762734, -122.157057",Program,3522,3493,2020-06-29 01:23:00,
38904871en,38904871,CalFresh (Food Stamps) Application Assistance,,,,38899003,ALAMEDA COUNTY COMMUNITY FOOD BANK - ACCFB,2376,,,ACTIVE,"Multilingual staff provides assistance in completing a new CalFresh application and/or recertification paperwork is provided by appointment, or walk-i...",800-870-3663 (800-870-FOOD),www.accfb.org,en,,,"37.755967, -122.188088",,,,,,Program,3522,3493,2020-06-29 01:23:00,
38907181en,38907181,Central Family Resource Center,,,,38898995,OAKLAND UNIFIED SCHOOL DISTRICT (OUSD),2376,,,ACTIVE,Provides&nbsp;OUSD families with enrollment assist...,510-273-1516,www.ousd.org,en,California,,"37.818366, -122.235131",,,,,,Program,3522,3493,2020-06-29 01:23:00,
38904904en,38904904,Community Center,,,,38899232,CHINESE CHRISTIAN HERALD CRUSADES OAKLAND CENTER (...,2376,37.806984,-122.286229,ACTIVE,Offers social services to low-income families and ...,510-893-3210,www.cchcsf.org,en,,,"37.80116, -122.27605","37.806984, -122.286229",,,,,Program,3522,3493,2020-06-29 01:23:00,
38904856en,38904856,Fremont Family Resource Center/SparkPoint Fremont,,,,38898617,CITY OF FREMONT HUMAN SERVICES DEPARTMENT,2376,,,ACTIVE,"<span style=""color:#FF0000"">NOTE: The Fremont Fami...",510-574-2000,www.fremont.gov,en,,Fremont FRC,"37.5562, -122.01457",,,,,,Program,3522,3493,2020-06-29 01:23:00,
38907159en,38907159,Medi-Cal / CalFresh (MC/CF) In-Reach / Outreach Pr...,,,,38898802,ABODE SERVICES,2376,37.517979,-121.929488,ACTIVE,"<span style=""color:#FF0000"">NOTE: Temporary changes in Mobile Clinic schedule.&nbsp;<br /><strong>Tuesday - 3:30 to 6 pm at Centerville Presbyterian C...",510-364-4219,,en,,,"37.517979, -121.929488",,,,,,Program,3522,3493,2020-06-29 01:23:00,
38906595en,38906595,Public Health Insurance and Covered California Enr...,,,,38898793,AXIS COMMUNITY HEALTH,2376,37.681214,-121.751912,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",925-462-1755,www.axishealth.org,en,,,"37.681214, -121.751912","37.685314, -121.894812","37.66162, -121.8742",,,,Program,3522,3493,2020-06-29 01:23:00,
38903552en,38903552,Resource & Referral for Child Care,,,,38898554,COMMUNITY CHILD CARE COUNCIL OF ALAMEDA COUNTY,2376,,,ACTIVE,"<span style=""color:#FF0000"">NOTE: A quick note to ...",510-582-2182,www.4calameda.org,en,California,Hayward Main Office (Resource & Referral for Child...,"37.674815, -122.081533",,,,,,Program,3522,3493,2020-06-29 01:23:00,
38907032en,38907032,Roots Main Clinic,,,,38899759,ROOTS COMMUNITY HEALTH CENTER,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",510-777-1177,rootsclinic.org,en,,,"37.738816, -122.172403",,,,,,Program,3522,3493,2020-06-29 01:23:00,
38907293en,38907293,SLUSD Family Resource Center,,,,38898544,EAST BAY AGENCY FOR CHILDREN (EBAC) SCHOOL AND COM...,2376,,,ACTIVE,"<span style=""color:#FF0000"">Notes: Many of the services are done via online and over the phone. No in person counseling. Posted: 4-15-2020 4:16pm SMR<>...",510-667-6214,www.ebac.org,en,,,"37.703439, -122.12448",,,,,,Program,3522,3493,2020-06-29 01:23:00,
69026240en,69026240,Alameda County Emergency Operation Center and ACCF...,,,,67406553,CORONAVIRUS INFORMATION (COVID),2376,,,ACTIVE,Offering drive thru food distribution to individua...,No phone access,https://www.independentnews.com/news/county-begins...,en,,,"37.65983, -121.88212",,,,,,Program,5556,3493,2020-06-29 01:23:00,
55306188en,55306188,"Annual FREE Shopping, Pampering, and Community Out...",,,,38899804,COURAGEOUS WOMEN ASSOCIATION,2376,,,ACTIVE,"Offers a daylong program, allowing women and child...",510-273-2412,www.courageouswomen.org,en,,,"37.80647, -122.2685",,,,,,Program,5556,3493,2020-06-29 01:23:00,
38905746en,38905746,"Basic Needs: Food, Financial Assistance and Other ...",,,,38899062,CENTRO DE SERVICIOS,2376,37.590567,-122.046064,ACTIVE,"<span style=""color:#FF0000""><span style=""font-fami>""...",510-489-4100,www.centrodeservicios.org,en,,,"37.59978, -122.01848","37.590567, -122.046064",,,,,Program,5556,3493,2020-06-29 01:23:00,
38903821en,38903821,Bread and Roses,94601,1500 - 34th Avenue,Oakland,38898781,ST. ELIZABETH'S PARRISH,2376,37.778403,-122.216989,ACTIVE,"<span style=""color:#FF0000"">Note: Program has been...",510-536-1266,www.saintelizabethoak.org,en,California,,"37.778403, -122.216989",,,,,,Program,5556,3493,2020-06-29 01:23:00,
38903501en,38903501,Breakfast and Food Giveaway Programs,94605,2201 - 73rd Avenue,Oakland,38898508,BROOKINS AFRICAN METHODIST EPISCOPAL CHURCH,2376,37.762734,-122.157057,ACTIVE,"<span style=""color:#FF0000"">Notes: Program has bee...",510-568-8954,,en,California,,"37.762734, -122.157057",,,,,,Program,5556,3493,2020-06-29 01:23:00,
49976044en,49976044,Church Food Pantry,,,,49976038,ASBURY UNITED METHODIST CHURCH,2376,,,ACTIVE,Offers a place to feed the hungry and homeless on ...,925-447-1950,www.asburylive.org,en,,,"37.67775, -121.73696",,,,,,Program,5556,3493,2020-06-29 01:23:00,
38904937en,38904937,Client Food Selection (CFS),,,,38898440,ALAMEDA FOOD BANK,2376,,,ACTIVE,"<span style=""color:#FF0000"">NOTE: All food distributions are out of our warehouse location only:<br />650 W Ranger Avenue<br />Alameda, 94501<br /><br>...",510-523-5850,www.alamedafoodbank.org,en,California,,"37.763607, -122.258202",,,,,,Program,5556,3493,2020-06-29 01:23:00,
38907194en,38907194,Comida para Cherryland - Food Pantry,,,,38899807,EDEN UNITED CHURCH OF CHRIST,2376,37.674815,-122.081533,ACTIVE,"<br /><span style=""color:#FF0000"">NOTE:<span style>...",510-582-9533,edenucc.com,en,,,"37.674815, -122.081533",,,,,,Program,5556,3493,2020-06-29 01:23:00,
38903700en,38903700,Community Food Giveaway,,,,38898699,MOUNT ZION MISSIONARY BAPTIST CHURCH,2376,37.806984,-122.286229,ACTIVE,"<span style=""color:#FF0000"">NOTE: Food giveaway ev...",510-893-2932,,en,,,"37.806984, -122.286229",,,,,,Program,5556,3493,2020-06-29 01:23:00,
38903998en,38903998,Community Food Pantry,,,,38898906,CHILDREN'S EMERGENCY FOOD BANK,2376,37.71474,-121.92996,ACTIVE,"<span style=""color:#FF0000"">Note: Food bank is now...",925-828-5363,www.childrensemergencyfoodbank.org/,en,,,"37.71474, -121.92996",,,,,,Program,5556,3493,2020-06-29 01:23:00,
68913948en,68913948,Cornerstone Baptist Church Food Pantry,,,,67406553,CORONAVIRUS INFORMATION (COVID),2376,,,ACTIVE,Offering food to low income families.&nbsp;,510-530-9166,https://www.cstonembc.org,en,,,"37.7908, -122.19839",,,,,,Program,5556,3493,2020-06-29 01:23:00,
68187850en,68187850,County of Alameda COVID-19 Food Distribution & Ser...,,,,67406553,CORONAVIRUS INFORMATION (COVID),2376,,,ACTIVE,Provides a map and information on food pantries of...,Online Only,https://www.acgov.org/maps/food-services.htm,en,,,"37.76931, -122.25989",,,,,,Program,5556,3493,2020-06-29 01:23:00,
65945187en,65945187,Dollies Closet,,,,65945186,TRI-CITIES COMMUNITY DEVELOPMENT CENTER,2376,,,ACTIVE,"<span style=""color:#FF0000"">NOTE: Dollie's Closet....",510-790-9092,tricitiescdc.com,en,,,"37.52334, -122.03454",,,,,,Program,5556,3493,2020-06-29 01:23:00,
38905556en,38905556,Ecumenical Food Pantry,,,,38899290,SAN LORENZO FAMILY HELP CENTER,2376,37.678073,-122.131178,ACTIVE,"<span style=""color:#FF0000"">Note: Available by Dri...",510-278-2085,,en,,,"37.67685, -122.11612","37.678073, -122.131178",,,,,Program,5556,3493,2020-06-29 01:23:00,
38906709en,38906709,Emergency Food Bag,,,,38899641,ROBERT ALLEN MERCY HOUSE NORTHERN CALIFORNIA COMPA...,2376,37.80294,-122.20632,ACTIVE,"<span style=""color:#FF0000"">NOTE:&nbsp; The food d...",510-436-0390,,en,,,"37.80294, -122.20632",,,,,,Program,5556,3493,2020-06-29 01:23:00,
49698889en,49698889,Emergency Food Box,,,,38898631,HARBOR HOUSE MINISTRIES,2376,,,ACTIVE,"<span style=""color:#FF0000"">NOTE: Food distributio...",510-534-0165,hhministries.org,en,California,,"37.79462, -122.24485",,,,,,Program,5556,3493,2020-06-29 01:23:00,
59474138en,59474138,Emergency Food Distribution - Sponsored by City of...,,,,38899260,CITY OF OAKLAND,2376,,,ACTIVE,The City of Oakland Hunger Program of the Human Se...,510-986-2721,,en,,,"37.80218, -122.27291",,,,,,Program,5556,3493,2020-06-29 01:23:00,
69026112en,69026112,Emergency Food Pantry,,,,38898786,SOCIETY OF ST. VINCENT DE PAUL OF ALAMEDA COUNTY,2376,,,ACTIVE,Offering emergency food pantry to anyone in need.,510-706-5852,https://www.svdp-alameda.org/,en,,,"37.81018, -122.269073",,,,,,Program,5556,3493,2020-06-29 01:23:00,
38903944en,38903944,Emergency Food Pantry,,,,38898872,SOUTH HAYWARD PARRISH,2376,37.633771,-122.061914,ACTIVE,"<span style=""color:#FF0000"">NOTE: <strong>FOOD PAN...",510-785-3663,southhaywardparish.org,en,,,"37.633771, -122.061914",,,,,,Program,5556,3493,2020-06-29 01:23:00,
69004347en,69004347,Emergency Food Pantry,,,,67406553,CORONAVIRUS INFORMATION (COVID),2376,,,ACTIVE,Offers an emergency food provider for&nbsp;on site...,510-465-9346,https://www.spectrumcs.org/about/news/8-latest-new...,en,,,"37.81351, -122.26857",,,,,,Program,5556,3493,2020-06-29 01:23:00,
38904443en,38904443,Emergency Food Program,,,,38898568,DAVIS STREET FAMILY RESOURCE CENTER - DSFRC,2376,37.720538,-122.156804,ACTIVE,"<span style=""font-size:14px""><span style=""font-fam>""...",510-347-4620 ext 163,www.davisstreet.org/TextPages/food_pantry.aspx,en,,,"37.720538, -122.156804",,,,,,Program,5556,3493,2020-06-29 01:23:00,
68943226en,68943226,Emergency Food Provider,,,,67406553,CORONAVIRUS INFORMATION (COVID),2376,,,ACTIVE,Offers food pantry to low income families and olde...,510-569-0239,https://ebaldc.org/property/lion-creek-crossings/,en,,,"37.75795, -122.19717",,,,,,Program,5556,3493,2020-06-29 01:23:00,
68289224en,68289224,Emeryville Citizens Assistance Supportive Services,,,,68289222,EMERYVILLE CITIZENS ASSISTANCE- ECAP,2376,,,ACTIVE,"Offers support to any one in need, whether they ar...",510-499-1263,https://www.facebook.com/ecaprogram/,en,,,"37.82739, -122.27838",,,,,,Program,5556,3493,2020-06-29 01:23:00,
38904863en,38904863,Family Services,,,,38898840,CITYTEAM MINISTRIES,2376,37.806984,-122.286229,ACTIVE,"<span style=""color:#FF0000"">Note: Now providing to...",510-452-3758,www.cityteam.org/oakland/,en,,,"37.806984, -122.286229",,,,,,Program,5556,3493,2020-06-29 01:23:00,
38904983en,38904983,Food and Clothing,,,,38898828,VIOLA BLYTHE COMMUNITY SERVICE CENTER OF NEWARK,2376,,,ACTIVE,"<span style=""color:#FF0000"">NOTE: Viola Blythe currently operates a food distribution program that provides up to two weeks of canned and dry foods as...",510-794-3437,www.violablythe.org,en,,,"37.538034, -122.03053",,,,,,Program,5556,3493,2020-06-29 01:23:00,
38903803en,38903803,Food Assistance,,,,38898758,SALVATION ARMY TRI-CITIES CORPS COMMUNITY CENTER,2376,37.538034,-122.03053,ACTIVE,"<span style=""color:#FF0000"">NOTE: Salvation Army h...",510-793-6319,www.alamedasalarmy.org/alameda_county/tcprograms,en,,,"37.5562, -122.01457","37.538034, -122.03053",,,,,Program,5556,3493,2020-06-29 01:23:00,
